 BAOFENG-UV-K6-Firmware-halflife git:(minifirm) ✗ ./venv/bin/python3 scratch/k6_snooper.py 

==================================================
📡 SNOOPER SPI BK4829 INICIADO
Escuchando tráfico en /dev/ttyUSB0 a 115200 baudios...
==================================================
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:33] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:34] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:35] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
[13:01:36] BK4829_ReadReg(0x0C) -> 0x0080;
